Strain ID	PseudoCAP version	Full organism name	Species	Strain	Number of genes	Assembly level	Biosample accession	Host taxonomic name	Host common name	Host taxonomy ID	Host NCBI taxonomy record	Assembly name	Refseq assembly accession	Number of scaffolds	Scaffold N50	Contig count	Contig N50	Download URL root	Genomic DNA fasta - file name	ORF DNA fasta - file name	Intergenic DNA (fasta) - file name	Amonio acid sequences (fasta) - file name	Tab-delimited annotations - file name	CSV format annotations - file name	GBK format annotations - file name	EMBL format annotations - file name	GFF3 annotations - file name	GFF3 annotations + genomic DNA sequence - file name	GTF format annotations (genes) - file name	GTF format annotations (genes and intergenic) - file name
167	pgd_r_15_2	Pseudomonas fluorescens F113	Pseudomonas fluorescens	F113	5962	Complete Genome	SAMN02604099					ASM23706v1	GCF_000237065.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_fluorescens_F113_167	Pseudomonas_fluorescens_F113_167.fna	Pseudomonas_fluorescens_F113_167.ffn	Pseudomonas_fluorescens_F113_167_intergenic.fasta	Pseudomonas_fluorescens_F113_167.faa	Pseudomonas_fluorescens_F113_167.txt	Pseudomonas_fluorescens_F113_167.csv	Pseudomonas_fluorescens_F113_167.gbk	Pseudomonas_fluorescens_F113_167.embl	Pseudomonas_fluorescens_F113_167.gff	Pseudomonas_fluorescens_F113_167_seq.gff	Pseudomonas_fluorescens_F113_167.gtf	Pseudomonas_fluorescens_F113_167_genes_and_intergenic.gtf
125	pgd_r_15_2	Pseudomonas aeruginosa LESB58	Pseudomonas aeruginosa	LESB58	6028	Gapless Chromosome	SAMEA1705916	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_LESB58_125	Pseudomonas_aeruginosa_LESB58_125.fna	Pseudomonas_aeruginosa_LESB58_125.ffn		Pseudomonas_aeruginosa_LESB58_125.faa								
153	pgd_r_15_2	Pseudomonas aeruginosa 39016	Pseudomonas aeruginosa	39016	6468	Chromosome	SAMN02471834	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM14874v1	GCF_000148745.1			349	35210	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_39016_153	Pseudomonas_aeruginosa_39016_153.fna	Pseudomonas_aeruginosa_39016_153.ffn	Pseudomonas_aeruginosa_39016_153_intergenic.fasta	Pseudomonas_aeruginosa_39016_153.faa	Pseudomonas_aeruginosa_39016_153.txt	Pseudomonas_aeruginosa_39016_153.csv	Pseudomonas_aeruginosa_39016_153.gbk	Pseudomonas_aeruginosa_39016_153.embl	Pseudomonas_aeruginosa_39016_153.gff	Pseudomonas_aeruginosa_39016_153_seq.gff	Pseudomonas_aeruginosa_39016_153.gtf	Pseudomonas_aeruginosa_39016_153_genes_and_intergenic.gtf
158	pgd_r_15_2	Pseudomonas brassicacearum subsp. brassicacearum NFM421	Pseudomonas brassicacearum	NFM421	6176	Complete Genome	SAMN02603052					ASM19480v1	GCF_000194805.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_brassicacearum_NFM421_158	Pseudomonas_brassicacearum_NFM421_158.fna	Pseudomonas_brassicacearum_NFM421_158.ffn	Pseudomonas_brassicacearum_NFM421_158_intergenic.fasta	Pseudomonas_brassicacearum_NFM421_158.faa	Pseudomonas_brassicacearum_NFM421_158.txt	Pseudomonas_brassicacearum_NFM421_158.csv	Pseudomonas_brassicacearum_NFM421_158.gbk	Pseudomonas_brassicacearum_NFM421_158.embl	Pseudomonas_brassicacearum_NFM421_158.gff	Pseudomonas_brassicacearum_NFM421_158_seq.gff	Pseudomonas_brassicacearum_NFM421_158.gtf	Pseudomonas_brassicacearum_NFM421_158_genes_and_intergenic.gtf
159	pgd_r_15_2	Pseudomonas fulva 12-X	Pseudomonas fulva	12-X	4575	Complete Genome	SAMN00713619					ASM21380v1	GCF_000213805.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_fulva_12-X_159	Pseudomonas_fulva_12-X_159.fna	Pseudomonas_fulva_12-X_159.ffn	Pseudomonas_fulva_12-X_159_intergenic.fasta	Pseudomonas_fulva_12-X_159.faa	Pseudomonas_fulva_12-X_159.txt	Pseudomonas_fulva_12-X_159.csv	Pseudomonas_fulva_12-X_159.gbk	Pseudomonas_fulva_12-X_159.embl	Pseudomonas_fulva_12-X_159.gff	Pseudomonas_fulva_12-X_159_seq.gff	Pseudomonas_fulva_12-X_159.gtf	Pseudomonas_fulva_12-X_159_genes_and_intergenic.gtf
160	pgd_r_15_2	Pseudomonas mendocina NK-01	Pseudomonas mendocina	NK-01	5035	Complete Genome	SAMN02603190					ASM20429v1	GCF_000204295.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_mendocina_NK-01_160	Pseudomonas_mendocina_NK-01_160.fna	Pseudomonas_mendocina_NK-01_160.ffn	Pseudomonas_mendocina_NK-01_160_intergenic.fasta	Pseudomonas_mendocina_NK-01_160.faa	Pseudomonas_mendocina_NK-01_160.txt	Pseudomonas_mendocina_NK-01_160.csv	Pseudomonas_mendocina_NK-01_160.gbk	Pseudomonas_mendocina_NK-01_160.embl	Pseudomonas_mendocina_NK-01_160.gff	Pseudomonas_mendocina_NK-01_160_seq.gff	Pseudomonas_mendocina_NK-01_160.gtf	Pseudomonas_mendocina_NK-01_160_genes_and_intergenic.gtf
168	pgd_r_15_2	Pseudomonas fluorescens A506	Pseudomonas fluorescens	A506	5495	Complete Genome	SAMN02604280					ASM26232v2	GCF_000262325.2					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_fluorescens_A506_168	Pseudomonas_fluorescens_A506_168.fna	Pseudomonas_fluorescens_A506_168.ffn	Pseudomonas_fluorescens_A506_168_intergenic.fasta	Pseudomonas_fluorescens_A506_168.faa	Pseudomonas_fluorescens_A506_168.txt	Pseudomonas_fluorescens_A506_168.csv	Pseudomonas_fluorescens_A506_168.gbk	Pseudomonas_fluorescens_A506_168.embl	Pseudomonas_fluorescens_A506_168.gff	Pseudomonas_fluorescens_A506_168_seq.gff	Pseudomonas_fluorescens_A506_168.gtf	Pseudomonas_fluorescens_A506_168_genes_and_intergenic.gtf
169	pgd_r_15_2	Pseudomonas putida S16	Pseudomonas putida	S16	5369	Complete Genome	SAMN02603862					ASM21970v1	GCF_000219705.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_putida_S16_169	Pseudomonas_putida_S16_169.fna	Pseudomonas_putida_S16_169.ffn	Pseudomonas_putida_S16_169_intergenic.fasta	Pseudomonas_putida_S16_169.faa	Pseudomonas_putida_S16_169.txt	Pseudomonas_putida_S16_169.csv	Pseudomonas_putida_S16_169.gbk	Pseudomonas_putida_S16_169.embl	Pseudomonas_putida_S16_169.gff	Pseudomonas_putida_S16_169_seq.gff	Pseudomonas_putida_S16_169.gtf	Pseudomonas_putida_S16_169_genes_and_intergenic.gtf
170	pgd_r_15_2	Pseudomonas putida BIRD-1	Pseudomonas putida	BIRD-1	5046	Complete Genome	SAMN02603225					ASM18364v1	GCF_000183645.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_putida_BIRD-1_170	Pseudomonas_putida_BIRD-1_170.fna	Pseudomonas_putida_BIRD-1_170.ffn	Pseudomonas_putida_BIRD-1_170_intergenic.fasta	Pseudomonas_putida_BIRD-1_170.faa	Pseudomonas_putida_BIRD-1_170.txt	Pseudomonas_putida_BIRD-1_170.csv	Pseudomonas_putida_BIRD-1_170.gbk	Pseudomonas_putida_BIRD-1_170.embl	Pseudomonas_putida_BIRD-1_170.gff	Pseudomonas_putida_BIRD-1_170_seq.gff	Pseudomonas_putida_BIRD-1_170.gtf	Pseudomonas_putida_BIRD-1_170_genes_and_intergenic.gtf
173	pgd_r_15_2	Pseudomonas aeruginosa NCGM2.S1	Pseudomonas aeruginosa	NCGM2.S1	6357	Gapless Chromosome						http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_NCGM2_S1_173	Pseudomonas_aeruginosa_NCGM2_S1_173.fna	Pseudomonas_aeruginosa_NCGM2_S1_173.ffn		Pseudomonas_aeruginosa_NCGM2_S1_173.faa								
174	pgd_r_15_2	Pseudomonas aeruginosa DK2	Pseudomonas aeruginosa	DK2	5959	Complete Genome	SAMN02603895	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM27136v1	GCF_000271365.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_DK2_174	Pseudomonas_aeruginosa_DK2_174.fna	Pseudomonas_aeruginosa_DK2_174.ffn	Pseudomonas_aeruginosa_DK2_174_intergenic.fasta	Pseudomonas_aeruginosa_DK2_174.faa	Pseudomonas_aeruginosa_DK2_174.txt	Pseudomonas_aeruginosa_DK2_174.csv	Pseudomonas_aeruginosa_DK2_174.gbk	Pseudomonas_aeruginosa_DK2_174.embl	Pseudomonas_aeruginosa_DK2_174.gff	Pseudomonas_aeruginosa_DK2_174_seq.gff	Pseudomonas_aeruginosa_DK2_174.gtf	Pseudomonas_aeruginosa_DK2_174_genes_and_intergenic.gtf
176	pgd_r_15_2	Pseudomonas stutzeri DSM 4166	Pseudomonas stutzeri	DSM 4166	4373	Complete Genome	SAMN02603042					ASM19510v1	GCF_000195105.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_stutzeri_DSM_4166_176	Pseudomonas_stutzeri_DSM_4166_176.fna	Pseudomonas_stutzeri_DSM_4166_176.ffn	Pseudomonas_stutzeri_DSM_4166_176_intergenic.fasta	Pseudomonas_stutzeri_DSM_4166_176.faa	Pseudomonas_stutzeri_DSM_4166_176.txt	Pseudomonas_stutzeri_DSM_4166_176.csv	Pseudomonas_stutzeri_DSM_4166_176.gbk	Pseudomonas_stutzeri_DSM_4166_176.embl	Pseudomonas_stutzeri_DSM_4166_176.gff	Pseudomonas_stutzeri_DSM_4166_176_seq.gff	Pseudomonas_stutzeri_DSM_4166_176.gtf	Pseudomonas_stutzeri_DSM_4166_176_genes_and_intergenic.gtf
177	pgd_r_15_2	Pseudomonas stutzeri CCUG 29243	Pseudomonas stutzeri	CCUG 29243	4374	Complete Genome	SAMN02603608					ASM26754v1	GCF_000267545.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_stutzeri_CCUG_29243_177	Pseudomonas_stutzeri_CCUG_29243_177.fna	Pseudomonas_stutzeri_CCUG_29243_177.ffn	Pseudomonas_stutzeri_CCUG_29243_177_intergenic.fasta	Pseudomonas_stutzeri_CCUG_29243_177.faa	Pseudomonas_stutzeri_CCUG_29243_177.txt	Pseudomonas_stutzeri_CCUG_29243_177.csv	Pseudomonas_stutzeri_CCUG_29243_177.gbk	Pseudomonas_stutzeri_CCUG_29243_177.embl	Pseudomonas_stutzeri_CCUG_29243_177.gff	Pseudomonas_stutzeri_CCUG_29243_177_seq.gff	Pseudomonas_stutzeri_CCUG_29243_177.gtf	Pseudomonas_stutzeri_CCUG_29243_177_genes_and_intergenic.gtf
178	pgd_r_15_2	Pseudomonas stutzeri DSM 10701	Pseudomonas stutzeri	DSM 10701	3888	Complete Genome	SAMN02604107					ASM27916v1	GCF_000279165.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_stutzeri_DSM_10701_178	Pseudomonas_stutzeri_DSM_10701_178.fna	Pseudomonas_stutzeri_DSM_10701_178.ffn	Pseudomonas_stutzeri_DSM_10701_178_intergenic.fasta	Pseudomonas_stutzeri_DSM_10701_178.faa	Pseudomonas_stutzeri_DSM_10701_178.txt	Pseudomonas_stutzeri_DSM_10701_178.csv	Pseudomonas_stutzeri_DSM_10701_178.gbk	Pseudomonas_stutzeri_DSM_10701_178.embl	Pseudomonas_stutzeri_DSM_10701_178.gff	Pseudomonas_stutzeri_DSM_10701_178_seq.gff	Pseudomonas_stutzeri_DSM_10701_178.gtf	Pseudomonas_stutzeri_DSM_10701_178_genes_and_intergenic.gtf
187	pgd_r_15_2	Pseudomonas putida ND6	Pseudomonas putida	ND6	6382	Complete Genome	SAMN02603188					ASM26466v1	GCF_000264665.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_putida_ND6_187	Pseudomonas_putida_ND6_187.fna	Pseudomonas_putida_ND6_187.ffn	Pseudomonas_putida_ND6_187_intergenic.fasta	Pseudomonas_putida_ND6_187.faa	Pseudomonas_putida_ND6_187.txt	Pseudomonas_putida_ND6_187.csv	Pseudomonas_putida_ND6_187.gbk	Pseudomonas_putida_ND6_187.embl	Pseudomonas_putida_ND6_187.gff	Pseudomonas_putida_ND6_187_seq.gff	Pseudomonas_putida_ND6_187.gtf	Pseudomonas_putida_ND6_187_genes_and_intergenic.gtf
188	pgd_r_15_2	Pseudomonas putida HB3267	Pseudomonas putida	PC9	5478	Complete Genome	SAMN02604102	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM32572v1	GCF_000325725.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_putida_PC9_188	Pseudomonas_putida_PC9_188.fna	Pseudomonas_putida_PC9_188.ffn	Pseudomonas_putida_PC9_188_intergenic.fasta	Pseudomonas_putida_PC9_188.faa	Pseudomonas_putida_PC9_188.txt	Pseudomonas_putida_PC9_188.csv	Pseudomonas_putida_PC9_188.gbk	Pseudomonas_putida_PC9_188.embl	Pseudomonas_putida_PC9_188.gff	Pseudomonas_putida_PC9_188_seq.gff	Pseudomonas_putida_PC9_188.gtf	Pseudomonas_putida_PC9_188_genes_and_intergenic.gtf
189	pgd_r_15_2	Pseudomonas putida NBRC 14164 - Assembly GCF_000412675.1	Pseudomonas putida NBRC	NBRC 14164	5544	Gapless Chromosome						ASM41267v1	GCF_000412675.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_putida_NBRC_14164_189	Pseudomonas_putida_NBRC_14164_189.fna	Pseudomonas_putida_NBRC_14164_189.ffn		Pseudomonas_putida_NBRC_14164_189.faa								
190	pgd_r_15_2	Pseudomonas putida H8234	Pseudomonas putida	H8234	6482	Complete Genome	SAMN02604103	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM41057v1	GCF_000410575.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_putida_H8234_190	Pseudomonas_putida_H8234_190.fna	Pseudomonas_putida_H8234_190.ffn	Pseudomonas_putida_H8234_190_intergenic.fasta	Pseudomonas_putida_H8234_190.faa	Pseudomonas_putida_H8234_190.txt	Pseudomonas_putida_H8234_190.csv	Pseudomonas_putida_H8234_190.gbk	Pseudomonas_putida_H8234_190.embl	Pseudomonas_putida_H8234_190.gff	Pseudomonas_putida_H8234_190_seq.gff	Pseudomonas_putida_H8234_190.gtf	Pseudomonas_putida_H8234_190_genes_and_intergenic.gtf
191	pgd_r_15_2	Pseudomonas aeruginosa B136-33	Pseudomonas aeruginosa	B136-33	5904	Complete Genome	SAMN02603669	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM35950v1	GCF_000359505.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_B136-33_191	Pseudomonas_aeruginosa_B136-33_191.fna	Pseudomonas_aeruginosa_B136-33_191.ffn	Pseudomonas_aeruginosa_B136-33_191_intergenic.fasta	Pseudomonas_aeruginosa_B136-33_191.faa	Pseudomonas_aeruginosa_B136-33_191.txt	Pseudomonas_aeruginosa_B136-33_191.csv	Pseudomonas_aeruginosa_B136-33_191.gbk	Pseudomonas_aeruginosa_B136-33_191.embl	Pseudomonas_aeruginosa_B136-33_191.gff	Pseudomonas_aeruginosa_B136-33_191_seq.gff	Pseudomonas_aeruginosa_B136-33_191.gtf	Pseudomonas_aeruginosa_B136-33_191_genes_and_intergenic.gtf
192	pgd_r_15_2	Pseudomonas aeruginosa RP73	Pseudomonas aeruginosa	RP73	5864	Complete Genome	SAMN02603771	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM41403v1	GCF_000414035.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_RP73_192	Pseudomonas_aeruginosa_RP73_192.fna	Pseudomonas_aeruginosa_RP73_192.ffn	Pseudomonas_aeruginosa_RP73_192_intergenic.fasta	Pseudomonas_aeruginosa_RP73_192.faa	Pseudomonas_aeruginosa_RP73_192.txt	Pseudomonas_aeruginosa_RP73_192.csv	Pseudomonas_aeruginosa_RP73_192.gbk	Pseudomonas_aeruginosa_RP73_192.embl	Pseudomonas_aeruginosa_RP73_192.gff	Pseudomonas_aeruginosa_RP73_192_seq.gff	Pseudomonas_aeruginosa_RP73_192.gtf	Pseudomonas_aeruginosa_RP73_192_genes_and_intergenic.gtf
193	pgd_r_15_2	Pseudomonas stutzeri RCH2	Pseudomonas stutzeri	RCH2	4404	Complete Genome	SAMN02232046					ASM32706v1	GCF_000327065.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_stutzeri_RCH2_193	Pseudomonas_stutzeri_RCH2_193.fna	Pseudomonas_stutzeri_RCH2_193.ffn	Pseudomonas_stutzeri_RCH2_193_intergenic.fasta	Pseudomonas_stutzeri_RCH2_193.faa	Pseudomonas_stutzeri_RCH2_193.txt	Pseudomonas_stutzeri_RCH2_193.csv	Pseudomonas_stutzeri_RCH2_193.gbk	Pseudomonas_stutzeri_RCH2_193.embl	Pseudomonas_stutzeri_RCH2_193.gff	Pseudomonas_stutzeri_RCH2_193_seq.gff	Pseudomonas_stutzeri_RCH2_193.gtf	Pseudomonas_stutzeri_RCH2_193_genes_and_intergenic.gtf
194	pgd_r_15_2	Pseudomonas sp. UW4 UW4	Pseudomonas sp. UW4	UW4	5537	Complete Genome	SAMN02604261	Phragmites australis	common reed	29695	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=29695	ASM31617v1	GCF_000316175.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_sp__UW4_UW4_194	Pseudomonas_sp__UW4_UW4_194.fna	Pseudomonas_sp__UW4_UW4_194.ffn	Pseudomonas_sp__UW4_UW4_194_intergenic.fasta	Pseudomonas_sp__UW4_UW4_194.faa	Pseudomonas_sp__UW4_UW4_194.txt	Pseudomonas_sp__UW4_UW4_194.csv	Pseudomonas_sp__UW4_UW4_194.gbk	Pseudomonas_sp__UW4_UW4_194.embl	Pseudomonas_sp__UW4_UW4_194.gff	Pseudomonas_sp__UW4_UW4_194_seq.gff	Pseudomonas_sp__UW4_UW4_194.gtf	Pseudomonas_sp__UW4_UW4_194_genes_and_intergenic.gtf
195	pgd_r_15_2	Pseudomonas protegens CHA0	Pseudomonas protegens	CHA0	6199	Complete Genome	SAMN02603271	Nicotiana glutinosa	tobacco	35889	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=35889	ASM39720v1	GCF_000397205.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_protegens_CHA0_195	Pseudomonas_protegens_CHA0_195.fna	Pseudomonas_protegens_CHA0_195.ffn	Pseudomonas_protegens_CHA0_195_intergenic.fasta	Pseudomonas_protegens_CHA0_195.faa	Pseudomonas_protegens_CHA0_195.txt	Pseudomonas_protegens_CHA0_195.csv	Pseudomonas_protegens_CHA0_195.gbk	Pseudomonas_protegens_CHA0_195.embl	Pseudomonas_protegens_CHA0_195.gff	Pseudomonas_protegens_CHA0_195_seq.gff	Pseudomonas_protegens_CHA0_195.gtf	Pseudomonas_protegens_CHA0_195_genes_and_intergenic.gtf
197	pgd_r_15_2	Pseudomonas poae RE*1-1-14	Pseudomonas poae	RE*1-1-14	4877	Complete Genome	SAMN02603296	Beta vulgaris subsp. vulgaris	sugar beet	3555	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=3555	ASM33646v1	GCF_000336465.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_poae_RE_1-1-14_197	Pseudomonas_poae_RE_1-1-14_197.fna	Pseudomonas_poae_RE_1-1-14_197.ffn	Pseudomonas_poae_RE_1-1-14_197_intergenic.fasta	Pseudomonas_poae_RE_1-1-14_197.faa	Pseudomonas_poae_RE_1-1-14_197.txt	Pseudomonas_poae_RE_1-1-14_197.csv	Pseudomonas_poae_RE_1-1-14_197.gbk	Pseudomonas_poae_RE_1-1-14_197.embl	Pseudomonas_poae_RE_1-1-14_197.gff	Pseudomonas_poae_RE_1-1-14_197_seq.gff	Pseudomonas_poae_RE_1-1-14_197.gtf	Pseudomonas_poae_RE_1-1-14_197_genes_and_intergenic.gtf
198	pgd_r_15_2	Pseudomonas denitrificans ATCC 13867	Pseudomonas denitrificans	ATCC 13867	5135	Complete Genome	SAMN02603735					ASM34984v1	GCF_000349845.1					http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_denitrificans_ATCC_13867_198	Pseudomonas_denitrificans_ATCC_13867_198.fna	Pseudomonas_denitrificans_ATCC_13867_198.ffn	Pseudomonas_denitrificans_ATCC_13867_198_intergenic.fasta	Pseudomonas_denitrificans_ATCC_13867_198.faa	Pseudomonas_denitrificans_ATCC_13867_198.txt	Pseudomonas_denitrificans_ATCC_13867_198.csv	Pseudomonas_denitrificans_ATCC_13867_198.gbk	Pseudomonas_denitrificans_ATCC_13867_198.embl	Pseudomonas_denitrificans_ATCC_13867_198.gff	Pseudomonas_denitrificans_ATCC_13867_198_seq.gff	Pseudomonas_denitrificans_ATCC_13867_198.gtf	Pseudomonas_denitrificans_ATCC_13867_198_genes_and_intergenic.gtf
199	pgd_r_15_2	Pseudomonas umsongensis UNC430CL58Col	Pseudomonas umsongensis	UNC430CL58Col	5835	Scaffold	SAMN02952999					ASM62028v1	GCF_000620285.1	28	449217	31	426747	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_umsongensis_UNC430CL58Col_199	Pseudomonas_umsongensis_UNC430CL58Col_199.fna	Pseudomonas_umsongensis_UNC430CL58Col_199.ffn	Pseudomonas_umsongensis_UNC430CL58Col_199_intergenic.fasta	Pseudomonas_umsongensis_UNC430CL58Col_199.faa	Pseudomonas_umsongensis_UNC430CL58Col_199.txt	Pseudomonas_umsongensis_UNC430CL58Col_199.csv	Pseudomonas_umsongensis_UNC430CL58Col_199.gbk	Pseudomonas_umsongensis_UNC430CL58Col_199.embl	Pseudomonas_umsongensis_UNC430CL58Col_199.gff	Pseudomonas_umsongensis_UNC430CL58Col_199_seq.gff	Pseudomonas_umsongensis_UNC430CL58Col_199.gtf	Pseudomonas_umsongensis_UNC430CL58Col_199_genes_and_intergenic.gtf
200	pgd_r_15_2	Pseudomonas sp. URHB0015 URHB0015	Pseudomonas sp. URHB0015	URHB0015	5640	Scaffold	SAMN02952997					ASM62024v1	GCF_000620245.1	24	564233	29	365893	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_sp__URHB0015_URHB0015_200	Pseudomonas_sp__URHB0015_URHB0015_200.fna	Pseudomonas_sp__URHB0015_URHB0015_200.ffn	Pseudomonas_sp__URHB0015_URHB0015_200_intergenic.fasta	Pseudomonas_sp__URHB0015_URHB0015_200.faa	Pseudomonas_sp__URHB0015_URHB0015_200.txt	Pseudomonas_sp__URHB0015_URHB0015_200.csv	Pseudomonas_sp__URHB0015_URHB0015_200.gbk	Pseudomonas_sp__URHB0015_URHB0015_200.embl	Pseudomonas_sp__URHB0015_URHB0015_200.gff	Pseudomonas_sp__URHB0015_URHB0015_200_seq.gff	Pseudomonas_sp__URHB0015_URHB0015_200.gtf	Pseudomonas_sp__URHB0015_URHB0015_200_genes_and_intergenic.gtf
202	pgd_r_15_2	Pseudomonas syringae DSM 10604	Pseudomonas syringae	DSM 10604	5238	Contig	SAMN02952971					PSSRIMT-15J14	GCF_000597765.1			84	142141	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_syringae_DSM_10604_202	Pseudomonas_syringae_DSM_10604_202.fna	Pseudomonas_syringae_DSM_10604_202.ffn	Pseudomonas_syringae_DSM_10604_202_intergenic.fasta	Pseudomonas_syringae_DSM_10604_202.faa	Pseudomonas_syringae_DSM_10604_202.txt	Pseudomonas_syringae_DSM_10604_202.csv	Pseudomonas_syringae_DSM_10604_202.gbk	Pseudomonas_syringae_DSM_10604_202.embl	Pseudomonas_syringae_DSM_10604_202.gff	Pseudomonas_syringae_DSM_10604_202_seq.gff	Pseudomonas_syringae_DSM_10604_202.gtf	Pseudomonas_syringae_DSM_10604_202_genes_and_intergenic.gtf
203	pgd_r_15_2	Pseudomonas sp. URMO17WK12:I8	Pseudomonas sp. URMO17WK12 I8	URMO17WK12:I8	5231	Scaffold	SAMN02952889					ASM62036v1	GCF_000620365.1	43	277512	55	212696	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203.fna	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203.ffn	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203_intergenic.fasta	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203.faa	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203.txt	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203.csv	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203.gbk	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203.embl	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203.gff	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203_seq.gff	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203.gtf	Pseudomonas_sp__URMO17WK12_I8_URMO17WK12_I8_203_genes_and_intergenic.gtf
204	pgd_r_15_2	Pseudomonas chlororaphis HT66	Pseudomonas chlororaphis	HT66	6504	Contig	SAMN02951886	Oryza sativa	rice	4530	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=4530	ASM59792v1	GCF_000597925.1			50	410036	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_chlororaphis_HT66_204	Pseudomonas_chlororaphis_HT66_204.fna	Pseudomonas_chlororaphis_HT66_204.ffn	Pseudomonas_chlororaphis_HT66_204_intergenic.fasta	Pseudomonas_chlororaphis_HT66_204.faa	Pseudomonas_chlororaphis_HT66_204.txt	Pseudomonas_chlororaphis_HT66_204.csv	Pseudomonas_chlororaphis_HT66_204.gbk	Pseudomonas_chlororaphis_HT66_204.embl	Pseudomonas_chlororaphis_HT66_204.gff	Pseudomonas_chlororaphis_HT66_204_seq.gff	Pseudomonas_chlororaphis_HT66_204.gtf	Pseudomonas_chlororaphis_HT66_204_genes_and_intergenic.gtf
